"cluster_id"	"lemma"	"intracluster_fit_percentage"
43	"Ταῦτα"	59.1
43	"Ἠλά"	58.1
43	"Ἀριήλ"	57
43	"ἀναβάω"	55.9
43	"θειώδης"	54.8
43	"ἑρμηνευτής"	53.8
43	"γλύκασμα"	52.7
43	"Ὀζί"	51.6
43	"πόρνος"	50.5
43	"παρεπικραίνω"	49.5
43	"συγκλύζω"	48.4
43	"Σαβεέ"	47.3
43	"ἀνακυλίω"	46.2
43	"προσπήγνυμι"	45.2
43	"ἀμφοτεροδέξιος"	44.1
43	"βῶλαξ"	43
43	"ἐκσοβέω"	41.9
43	"καλλίπαις"	40.9
43	"τεσσαρακονταπέντε"	39.8
43	"εἰδωλεῖον"	38.7
43	"μονοήμερος"	37.6
43	"Γαμαλιήλ"	36.6
43	"νομοδιδάσκαλος"	35.5
43	"προπορεύομαι"	34.4
43	"Ἀττάλεια"	33.3
43	"ἁλιαίετος"	32.3
43	"περιψύχω"	31.2
43	"φιλογύνης"	30.1
43	"Ἑλιφάς"	29
43	"Σεδιούρ"	28
43	"ῥυπαρία"	26.9
43	"Ἀχιρέ"	25.8
43	"ἀπεκδέχομαι"	24.7
43	"ἑταιρίζω"	23.7
43	"δότης"	22.6
43	"ἑβραιστί"	21.5
43	"μισθαποδοσία"	20.4
43	"ἑρπετός"	19.4
43	"σαράβαρα"	18.3
43	"ὁρκισμός"	17.2
43	"συναιχμάλωτος"	16.1
43	"ἑκατονταετής"	15.1
43	"συνταγή"	14
43	"Ναχώρ"	12.9
43	"συνομιλέω"	11.8
43	"ἔνταλμα"	10.8
43	"ἀκρογωνιαῖος"	9.7
43	"ἀναντλέω"	8.6
43	"ἀδυνάζομαι"	7.5
43	"Νήριος"	6.5
43	"μωμητός"	5.4
43	"Νωεμίς"	4.3
43	"ἀνεμόφθορος"	3.2
43	"Ναβδεήλ"	2.2
43	"πατράδελφος"	1.1
43	"συμφώνησις"	0
44	"καταξιόω"	100
44	"ὑπερφέρω"	98.9
44	"πολυπραγμονέω"	97.8
44	"ἐπιζητέω"	96.7
44	"ἀναζητέω"	95.6
44	"ὑπεραίρω"	94.5
44	"πληθύς"	93.4
44	"ὑπερφρονέω"	92.3
44	"ἐκτήκω"	91.2
44	"ἐξόπιθεν"	90.1
44	"συγκαταβαίνω"	89
44	"ἐκκαλέω"	87.9
44	"ἀγοραῖος"	86.8
44	"ποιμενικός"	85.7
44	"ἀποτάσσω"	84.6
44	"διακόσμησις"	83.5
44	"ἐρευνάω"	82.4
44	"περιεργάζομαι"	81.3
44	"καταδέω"	80.2
44	"χρησιμεύω"	79.1
44	"διέπω"	78
44	"εὐημερία"	76.9
44	"αὐτάρκεια"	75.8
44	"κατακοντίζω"	74.7
44	"εὐσχημοσύνη"	73.6
44	"διαριθμέω"	72.5
44	"ἀντερῶ"	71.4
44	"Τά"	70.3
44	"διάκενος"	69.2
44	"μακαριότης"	68.1
44	"βρύω"	67
44	"ὑποστέλλω"	65.9
44	"παρρησιάζομαι"	64.8
44	"ὀκνηρός"	63.7
44	"ἀδιάπτωτος"	62.6
44	"ἐπιχωρέω"	61.5
44	"διικνέομαι"	60.4
44	"μονότροπος"	59.3
44	"τερατεύομαι"	58.2
44	"τελειότης"	57.1
44	"πορφυρίων"	56
44	"ἀθλέω"	54.9
44	"ἀπογράφω"	53.8
44	"ἀναπέτομαι"	52.7
44	"διερευνάω"	51.6
44	"χρηματισμός"	50.5
44	"ἐμφέρω"	49.5
44	"συμφώνως"	48.4
44	"νουθεσία"	47.3
44	"ἐφικνέομαι"	46.2
44	"ἐξικνέομαι"	45.1
44	"ὀφρῦς"	44
44	"ἀπαρέσκω"	42.9
44	"Ἐν"	41.8
44	"ἐπικροτέω"	40.7
44	"ἐγκρίνω"	39.6
44	"τάραχος"	38.5
44	"ἀναφορά"	37.4
44	"Μισώρ"	36.3
44	"κοίλωμα"	35.2
44	"μίγμα"	34.1
44	"ἐφέστιος"	33
44	"ἀπερείδω"	31.9
44	"ἄοκνος"	30.8
44	"ἀποκατάστασις"	29.7
44	"συμπλήρωσις"	28.6
44	"ἐπιρρώννυμι"	27.5
44	"καταλλαγή"	26.4
44	"ἀτενίζω"	25.3
44	"θυσιάζω"	24.2
44	"ἄθροισμα"	23.1
44	"ἁρπαγή"	22
44	"διαρκέω"	20.9
44	"καθαρότης"	19.8
44	"μετακίνησις"	18.7
44	"ἁλμυρίς"	17.6
44	"παραλέγω"	16.5
44	"παραλλαγή"	15.4
44	"λαμπρότης"	14.3
44	"εὐποιία"	13.2
44	"τραυματίας"	12.1
44	"ἄκαυστος"	11
44	"εὐπρόσδεκτος"	9.9
44	"βρύκω"	8.8
44	"θλάσμα"	7.7
44	"ἐπιβαρέω"	6.6
44	"ἐπιρραίνω"	5.5
44	"ἀλλοτριότης"	4.4
44	"συμποιέω"	3.3
44	"πρόπτωσις"	2.2
44	"ἔρευνα"	1.1
44	"ἐνοπλίζω"	0
45	"φλύαρος"	100
45	"ὄρθριος"	98.9
45	"δεξαμενή"	97.8
45	"ὀξύθυμος"	96.7
45	"ἀδολεσχέω"	95.6
45	"ἀνάκρισις"	94.4
45	"Πάριος"	93.3
45	"κόριον"	92.2
45	"ἀναγεννάω"	91.1
45	"ἶβις"	90
45	"πατριάρχης"	88.9
45	"ἐξερεύγομαι"	87.8
45	"πρωτόπλαστος"	86.7
45	"δίψυχος"	85.6
45	"Σάμιος"	84.4
45	"πρίων"	83.3
45	"ἐπικλῄζω"	82.2
45	"κασία"	81.1
45	"ἄφθορος"	80
45	"λόγιος"	78.9
45	"τριακονταδύο"	77.8
45	"παρακάλυμμα"	76.7
45	"ᾟ"	75.6
45	"ἀγριότης"	74.4
45	"τελαμών"	73.3
45	"κυνόμυια"	72.2
45	"παρθένιος"	71.1
45	"Πάταρα"	70
45	"περίστυλος"	68.9
45	"κνημίς"	67.8
45	"στρεπτόν"	66.7
45	"βάραθρον"	65.6
45	"μαγειρεῖον"	64.4
45	"πυκάζω"	63.3
45	"παιδευτής"	62.2
45	"ἐκφόριον"	61.1
45	"τριπλόος"	60
45	"καταπέτασμα"	58.9
45	"συναναπαύομαι"	57.8
45	"βυρσεύς"	56.7
45	"κυνήγιον"	55.6
45	"διπλόος"	54.4
45	"θύλακος"	53.3
45	"ζῳοποιέω"	52.2
45	"Φοίβη"	51.1
45	"λιθουργός"	50
45	"κερατίζω"	48.9
45	"Θηρίον"	47.8
45	"Θαρσίς"	46.7
45	"ἡμίθνητος"	45.6
45	"πυρρίζω"	44.4
45	"δεκαέξ"	43.3
45	"ἐναντιόω"	42.2
45	"χρύσωμα"	41.1
45	"χρυσόλιθος"	40
45	"Χοβάρ"	38.9
45	"Συριστί"	37.8
45	"ἐμπειρέω"	36.7
45	"τερατοσκόπος"	35.6
45	"κρίνον"	34.4
45	"χορεῖον"	33.3
45	"στροβέω"	32.2
45	"ἐπίχαρτος"	31.1
45	"οἰκοδεσπότης"	30
45	"ἐγκαυχάομαι"	28.9
45	"κρῖμα"	27.8
45	"προσκύπτω"	26.7
45	"διακυβερνάω"	25.6
45	"χάος"	24.4
45	"ἑξηκονταδύο"	23.3
45	"Ἐλεύθερος"	22.2
45	"λέπυρον"	21.1
45	"Ἀσηδώθ"	20
45	"Ἀρκτοῦρος"	18.9
45	"μίλιον"	17.8
45	"πρωΐθεν"	16.7
45	"πέτρινος"	15.6
45	"νηκτός"	14.4
45	"ἀροτριόω"	13.3
45	"ζιζάνιον"	12.2
45	"μιασμός"	11.1
45	"δύσκωφος"	10
45	"διθάλασσος"	8.9
45	"ψέλιον"	7.8
45	"κέρασμα"	6.7
45	"γνώστης"	5.6
45	"χρεωφειλέτης"	4.4
45	"ψευδομάρτυς"	3.3
45	"ἀμνάς"	2.2
45	"μανδραγόρας"	1.1
45	"τομός"	0
46	"κατάγελως"	100
46	"Γαΐ"	98.9
46	"περιφράζομαι"	97.8
46	"ἐνήλικος"	96.6
46	"Ναίς"	95.5
46	"Τούς"	94.4
46	"ἐξαυτῆς"	93.3
46	"προστάς"	92.1
46	"καταπέλτης"	91
46	"φυσητήρ"	89.9
46	"χάλιξ"	88.8
46	"πολυανδρεῖον"	87.6
46	"Μενεσθεύς"	86.5
46	"Φάραγξ"	85.4
46	"περισύρω"	84.3
46	"σύριγμα"	83.1
46	"λίσσομαι"	82
46	"καταφρονητής"	80.9
46	"ἀγεληδόν"	79.8
46	"ἀντιπαρέρχομαι"	78.7
46	"περιχρυσόω"	77.5
46	"ἀντιβάλλω"	76.4
46	"κατασκοπεύω"	75.3
46	"Αὐλών"	74.2
46	"Ἄραδος"	73
46	"Γηρσάμ"	71.9
46	"ἐκπεράω"	70.8
46	"θραῦμα"	69.7
46	"Δαλματία"	68.5
46	"κώνωψ"	67.4
46	"γελοιάζω"	66.3
46	"Τέ"	65.2
46	"ἐπανεπαύω"	64
46	"ἐκπρίω"	62.9
46	"σω"	61.8
46	"νοσσιά"	60.7
46	"ἀντακούω"	59.6
46	"ἀποθαυμάζω"	58.4
46	"ἀνάβλεψις"	57.3
46	"Σούσα"	56.2
46	"ἐπιφανάω"	55.1
46	"κατατρυφάω"	53.9
46	"ἀφόρισμα"	52.8
46	"Χαλδαία"	51.7
46	"καλαμίσκος"	50.6
46	"ρῦσις"	49.4
46	"ἐκγράφω"	48.3
46	"Γαιβάλ"	47.2
46	"πυροβόλος"	46.1
46	"ἐποίκιον"	44.9
46	"ἀναληπτέον"	43.8
46	"ἐντήκω"	42.7
46	"ἑπταπλασίων"	41.6
46	"ἀνεπαίσχυντος"	40.4
46	"εὐοδία"	39.3
46	"Ὀνήσιμος"	38.2
46	"σιώπησις"	37.1
46	"προμαχέω"	36
46	"σφῦρον"	34.8
46	"ἠπιότης"	33.7
46	"Χουσαρσαθαίμ"	32.6
46	"Γελβουέ"	31.5
46	"δακτυλήθρα"	30.3
46	"σφενδονέω"	29.2
46	"κύφων"	28.1
46	"ἐπιχορηγία"	27
46	"καμμύω"	25.8
46	"ἀποστάτις"	24.7
46	"εὐεκτέω"	23.6
46	"Ἀχιάχαρος"	22.5
46	"Αἰνάν"	21.3
46	"θησαυροφύλαξ"	20.2
46	"καθημερινός"	19.1
46	"μανιάκης"	18
46	"στυγητός"	16.9
46	"κάλλυνθρον"	15.7
46	"τετραμερής"	14.6
46	"πτερωτός"	13.5
46	"ἀνάκλιτος"	12.4
46	"ἐπίπεμπτος"	11.2
46	"σχισμή"	10.1
46	"Σαφατίας"	9
46	"Ζακχαῖος"	7.9
46	"Ἰαβίς"	6.7
46	"τροποφορέω"	5.6
46	"πτυχή"	4.5
46	"Ὤγ"	3.4
46	"μήτι"	2.2
46	"Πόρκιος"	1.1
46	"ματαιότης"	0
47	"ἐκλύω"	100
47	"διασπάω"	98.9
47	"συνέχω"	97.7
47	"ἐπισπάω"	96.6
47	"ἀπωθέω"	95.5
47	"ἀνίημι"	94.3
47	"συνδέω"	93.2
47	"κατασπάω"	92
47	"ἀνέχω"	90.9
47	"ἐπικρατέω"	89.8
47	"συμπλέκω"	88.6
47	"ἐξαρτάω"	87.5
47	"πάντοθεν"	86.4
47	"θλίβω"	85.2
47	"χαλάω"	84.1
47	"ἐξάπτω"	83
47	"ἀπορρέω"	81.8
47	"μετέωρος"	80.7
47	"ἐπιτείνω"	79.5
47	"βαρύνω"	78.4
47	"ἕλκω"	77.3
47	"ἀνασπάω"	76.1
47	"ἐπιπολάζω"	75
47	"ἐκκαθαίρω"	73.9
47	"παρηγορέω"	72.7
47	"ῥώννυμι"	71.6
47	"μετεωρίζω"	70.5
47	"ὠθέω"	69.3
47	"ὀδυνάω"	68.2
47	"πλεονάζω"	67
47	"καταναγκάζω"	65.9
47	"βαστάζω"	64.8
47	"ἐκρέω"	63.6
47	"διαλύω"	62.5
47	"πιέζω"	61.4
47	"συμφύω"	60.2
47	"ἐξαίρω"	59.1
47	"συνίστημι"	58
47	"ὑπείκω"	56.8
47	"πανταχόθεν"	55.7
47	"ἐπαίρω"	54.5
47	"κοῦφος"	53.4
47	"τιτρώσκω"	52.3
47	"δεσμός"	51.1
47	"θλάω"	50
47	"ἐκκενόω"	48.9
47	"φυσάω"	47.7
47	"εὐθύνω"	46.6
47	"διέξοδος"	45.5
47	"σύστασις"	44.3
47	"ἑλκόω"	43.2
47	"ἀείρω"	42
47	"ἀνάπτω"	40.9
47	"ἐπιρρέω"	39.8
47	"ἀλγέω"	38.6
47	"πραύνω"	37.5
47	"δάκνω"	36.4
47	"βαρύς"	35.2
47	"σήπω"	34.1
47	"ἐκκρεμάννυμι"	33
47	"διαφορέω"	31.8
47	"νύσσω"	30.7
47	"φορτίον"	29.5
47	"στενοχωρέω"	28.4
47	"φέρω"	27.3
47	"ὑγιής"	26.1
47	"δυσώδης"	25
47	"ταπεινόω"	23.9
47	"λιθώδης"	22.7
47	"ἰχώρ"	21.6
47	"κενόω"	20.5
47	"ὑψόω"	19.3
47	"ταπεινός"	18.2
47	"γεώδης"	17
47	"βάρος"	15.9
47	"ῥέω"	14.8
47	"προτέρημα"	13.6
47	"ἀπονίζω"	12.5
47	"ὑγιάζω"	11.4
47	"ὄγκος"	10.2
47	"λεπτύνω"	9.1
47	"σφίγγω"	8
47	"στενοχωρία"	6.8
47	"ὑψηλός"	5.7
47	"μηθενός"	4.5
47	"θλῖψις"	3.4
47	"ἴσχιον"	2.3
47	"αἷμα"	1.1
47	"ἐμπλάσσω"	0
48	"τότε"	100
48	"ἔπειτα"	98.8
48	"οὐκέτι"	97.6
48	"ὁπότε"	96.5
48	"τελευταῖος"	95.3
48	"πρότερος"	94.1
48	"ἀναγκάζω"	92.9
48	"ὥστε"	91.8
48	"ὅτε"	90.6
48	"ἔτι"	89.4
48	"φθάνω"	88.2
48	"ὕστερος"	87.1
48	"κατέχω"	85.9
48	"βιάζω"	84.7
48	"ἐπέρχομαι"	83.5
48	"παρέρχομαι"	82.4
48	"κωλύω"	81.2
48	"ἡνίκα"	80
48	"αὐτίκα"	78.8
48	"διαφθείρω"	77.6
48	"μέλλω"	76.5
48	"κρατέω"	75.3
48	"προέρχομαι"	74.1
48	"οὐδέποτε"	72.9
48	"ἀεί"	71.8
48	"ἐξαιρέω"	70.6
48	"ἀφανίζω"	69.4
48	"σῴζω"	68.2
48	"ἐάω"	67.1
48	"ἀπόλλυμι"	65.9
48	"ἔξεστι"	64.7
48	"ὕστερον"	63.5
48	"λοιπός"	62.4
48	"πρίν"	61.2
48	"ἀφαιρέω"	60
48	"ἀπαλλάσσω"	58.8
48	"πάρειμι"	57.6
48	"πάλιν"	56.5
48	"καταλαμβάνω"	55.3
48	"εἶτα"	54.1
48	"πρό"	52.9
48	"παύω"	51.8
48	"ὀλίγος"	50.6
48	"λυμαίνομαι"	49.4
48	"κινδυνεύω"	48.2
48	"ἐκλείπω"	47.1
48	"ὁράω"	45.9
48	"ἐκπίπτω"	44.7
48	"εὐθύς"	43.5
48	"θεάομαι"	42.4
48	"μένω"	41.2
48	"ἀποβάλλω"	40
48	"βραχύς"	38.8
48	"ἐπέχω"	37.6
48	"τοσοῦτος"	36.5
48	"μηδέποτε"	35.3
48	"παραχρῆμα"	34.1
48	"στερέω"	32.9
48	"ἐκβάλλω"	31.8
48	"μετά"	30.6
48	"ἄχρι"	29.4
48	"ὁμοῦ"	28.2
48	"συμπίπτω"	27.1
48	"φθείρω"	25.9
48	"καιρός"	24.7
48	"προστίθημι"	23.5
48	"μικρός"	22.4
48	"χρόνος"	21.2
48	"προδίδωμι"	20
48	"ἄκων"	18.8
48	"ἐμπίπτω"	17.6
48	"παντελής"	16.5
48	"βία"	15.3
48	"μέχρι"	14.1
48	"βίαιος"	12.9
48	"ἵστημι"	11.8
48	"βλέπω"	10.6
48	"σύν"	9.4
48	"ἐλαχύς"	8.2
48	"ἐγκαταλείπω"	7.1
48	"μέγας"	5.9
48	"ἑκών"	4.7
48	"ὑπό"	3.5
48	"ἕως"	2.4
48	"ἥμισυς"	1.2
48	"περ"	0
49	"ἀκολασία"	100
49	"ἄνοια"	98.8
49	"δέος"	97.6
49	"ἀλγηδών"	96.4
49	"ἀκρασία"	95.2
49	"πλεονεξία"	94
49	"ἐμποιέω"	92.9
49	"μέθη"	91.7
49	"ἀφροσύνη"	90.5
49	"πονηρία"	89.3
49	"θράσος"	88.1
49	"μανία"	86.9
49	"φιλονικία"	85.7
49	"φροντίς"	84.5
49	"ὕβρις"	83.3
49	"μῖσος"	82.1
49	"πόθος"	81
49	"ἀσθένεια"	79.8
49	"κακία"	78.6
49	"παρανομία"	77.4
49	"ἄγνοια"	76.2
49	"νεότης"	75
49	"ζηλοτυπία"	73.8
49	"ἀπόνοια"	72.6
49	"δειλία"	71.4
49	"αἰσχύνη"	70.2
49	"τρυφή"	69
49	"πενία"	67.9
49	"φιλοτιμία"	66.7
49	"ἀσέβεια"	65.5
49	"φόβος"	64.3
49	"φθόνος"	63.1
49	"ὑβρίζω"	61.9
49	"ἐγκράτεια"	60.7
49	"εὐσέβεια"	59.5
49	"ζῆλος"	58.3
49	"ἀμαθία"	57.1
49	"ἔρις"	56
49	"ἀθυμία"	54.8
49	"λύπη"	53.6
49	"ἐπιθυμία"	52.4
49	"ἀνδραγαθία"	51.2
49	"ὠμότης"	50
49	"ἀδοξία"	48.8
49	"ἀδικία"	47.6
49	"τόλμα"	46.4
49	"ὀργή"	45.2
49	"ἀπαιδευσία"	44
49	"ἔνδεια"	42.9
49	"ἄμετρος"	41.7
49	"λοιμός"	40.5
49	"ἀτιμία"	39.3
49	"ἀδυναμία"	38.1
49	"θάρσος"	36.9
49	"ὄνειδος"	35.7
49	"αἰχμαλωτίζω"	34.5
49	"δίψος"	33.3
49	"ἀρρωστέω"	32.1
49	"πλησμονή"	31
49	"καρτερία"	29.8
49	"δίψα"	28.6
49	"θόρυβος"	27.4
49	"προθυμία"	26.2
49	"σπουδή"	25
49	"στάσις"	23.8
49	"κόπος"	22.6
49	"ἡδονή"	21.4
49	"ἀναίδεια"	20.2
49	"ἀρρωστία"	19
49	"ἀπέχθεια"	17.9
49	"ἀνυπέρβλητος"	16.7
49	"ταραχή"	15.5
49	"ἀγρυπνία"	14.3
49	"ἀσέλγεια"	13.1
49	"γέλως"	11.9
49	"γῆρας"	10.7
49	"λιμός"	9.5
49	"θυμός"	8.3
49	"πλήρωσις"	7.1
49	"κόρος"	6
49	"ἔχθρα"	4.8
49	"ἐρίζω"	3.6
49	"ἄμυνα"	2.4
49	"μαλακία"	1.2
49	"ὁσιότης"	0
50	"περιεργία"	100
50	"Ἕρμων"	98.8
50	"δανειστής"	97.6
50	"μισοπονηρία"	96.3
50	"διασπασμός"	95.1
50	"εἰσπεράω"	93.9
50	"κατάσκιος"	92.7
50	"Ἀκύλας"	91.5
50	"γυναικών"	90.2
50	"ἐπιρράπτω"	89
50	"ἀντίρρησις"	87.8
50	"ἡλιάζομαι"	86.6
50	"ἔκπαλαι"	85.4
50	"Ταρσεύς"	84.1
50	"Ἡσαῦς"	82.9
50	"αἱμορροέω"	81.7
50	"μηνίσκος"	80.5
50	"τραγέλαφος"	79.3
50	"κρόκινος"	78
50	"Δαιβών"	76.8
50	"δεσμοφύλαξ"	75.6
50	"Ἀντιπατρίς"	74.4
50	"Ἐφρών"	73.2
50	"φορολογέω"	72
50	"νήθω"	70.7
50	"κυμβαλίζω"	69.5
50	"Πισιδία"	68.3
50	"Ἀχιτόφελ"	67.1
50	"ὀλιγοπιστία"	65.9
50	"ἐκθερίζω"	64.6
50	"Παντοκράτωρ"	63.4
50	"κατάκρισις"	62.2
50	"κλινάριον"	61
50	"παραβάτης"	59.8
50	"ἀνασύρομαι"	58.5
50	"ὑπωπιάζω"	57.3
50	"ἐπαγάω"	56.1
50	"Ὄζιος"	54.9
50	"ἀρέσκεια"	53.7
50	"φυγαδευτήριον"	52.4
50	"κτηνοτρόφος"	51.2
50	"Καρμήλιον"	50
50	"Μωαβῖται"	48.8
50	"φόρον"	47.6
50	"στηθύνιον"	46.3
50	"λυσιτέλεια"	45.1
50	"Συριακός"	43.9
50	"ἐνστρέφω"	42.7
50	"ἀνθρακιά"	41.5
50	"Ἰωακείμ"	40.2
50	"ὀρνιθίας"	39
50	"ἀναδράω"	37.8
50	"ἀντιπαραγωγή"	36.6
50	"φιλοδοξία"	35.4
50	"ἀνακαίνωσις"	34.1
50	"συνεδρία"	32.9
50	"χρέος"	31.7
50	"παραίτιος"	30.5
50	"Ἀχεικάμ"	29.3
50	"ἀμέθυστος"	28
50	"κατάκοπος"	26.8
50	"Φοινικών"	25.6
50	"προσχέω"	24.4
50	"νέωμα"	23.2
50	"κενολογέω"	22
50	"ᾨδή"	20.7
50	"σφηκιά"	19.5
50	"πρωρεύς"	18.3
50	"προσκήνιον"	17.1
50	"τυπικός"	15.9
50	"ἐπιμύλιος"	14.6
50	"Σελεμίας"	13.4
50	"τεσσαρακονταεπτὰ"	12.2
50	"ἔγκοιλος"	11
50	"ἐρυθαίνω"	9.8
50	"ἀνεξίκακος"	8.5
50	"ἐκδοχή"	7.3
50	"Βαλλᾶς"	6.1
50	"ἀχάτης"	4.9
50	"θυίσκη"	3.7
50	"φάσις"	2.4
50	"ἀνακεφαλαιόω"	1.2
50	"κατάχυσις"	0
51	"τοπαρχία"	100
51	"διακοπή"	98.7
51	"ἀπαλείφω"	97.5
51	"διακόπτω"	96.2
51	"προσπορεύω"	94.9
51	"ω"	93.7
51	"Ζιφαῖος"	92.4
51	"ἐπισκάζω"	91.1
51	"κατάπονος"	89.9
51	"καρυωτός"	88.6
51	"Μιναῖος"	87.3
51	"ἀναλάζομαι"	86.1
51	"σύκαι"	84.8
51	"ῥάμνος"	83.5
51	"ἀποσκηνόω"	82.3
51	"Ἰδιθούς"	81
51	"σύνθεμα"	79.7
51	"ἀποδράω"	78.5
51	"ἁρμός"	77.2
51	"ἐγκρυφίας"	75.9
51	"θέριστρον"	74.7
51	"Ἐπί"	73.4
51	"ἡμίεφθος"	72.2
51	"ἱξῇρημι"	70.9
51	"Σηλωνίτης"	69.6
51	"ξενοτροφέω"	68.4
51	"ἀναστενάζω"	67.1
51	"ἔξος"	65.8
51	"θύρωμα"	64.6
51	"κατασχίζω"	63.3
51	"Ἰεβοσθέ"	62
51	"Ἐγλώμ"	60.8
51	"Μιθραδάτης"	59.5
51	"προμαχών"	58.2
51	"καψάκης"	57
51	"παῦσις"	55.7
51	"συγκεντέω"	54.4
51	"κοίμησις"	53.2
51	"γεφυρόω"	51.9
51	"οἰκίδιον"	50.6
51	"Δημᾶς"	49.4
51	"Γεθθαῖος"	48.1
51	"νάφθα"	46.8
51	"Ὀζίας"	45.6
51	"προσχαίρω"	44.3
51	"κάππαρις"	43
51	"κατακύπτω"	41.8
51	"διεκβάλλω"	40.5
51	"ἀπολυτρόω"	39.2
51	"πεντηκόνταρχος"	38
51	"Ἀράμ"	36.7
51	"αἰπόλιον"	35.4
51	"πατητός"	34.2
51	"Σεβαστός"	32.9
51	"τυρόω"	31.6
51	"ἐκπετάννυμι"	30.4
51	"ἀφίζω"	29.1
51	"Φιλομήτωρ"	27.8
51	"ἀξίνη"	26.6
51	"φλιά"	25.3
51	"Ἀχά"	24.1
51	"Ἰωβάβ"	22.8
51	"Λευίς"	21.5
51	"πολυποίκιλος"	20.3
51	"Ναβαταῖοι"	19
51	"καλάμινος"	17.7
51	"Ναασσών"	16.5
51	"ψόα"	15.2
51	"ζιβύνη"	13.9
51	"διοργίζομαι"	12.7
51	"ἀκρότομος"	11.4
51	"Ἰωάθαμ"	10.1
51	"ζῦθος"	8.9
51	"Ἰούλιος"	7.6
51	"κειρία"	6.3
51	"Σινά"	5.1
51	"Μελχισεδέκ"	3.8
51	"Ἀσχά"	2.5
51	"πέπειρος"	1.3
51	"λεγιών"	0
52	"νεωστί"	100
52	"ἐπίσημος"	98.7
52	"γηγενής"	97.4
52	"κατόρθωμα"	96.2
52	"προσκαλέω"	94.9
52	"ἔντιμος"	93.6
52	"συκοφαντία"	92.3
52	"λάθρῃ"	91
52	"δυναστεύω"	89.7
52	"περιποιέω"	88.5
52	"αὐτοσχέδιος"	87.2
52	"εὐφημία"	85.9
52	"βουλευτής"	84.6
52	"διαδίδωμι"	83.3
52	"ἔκγονος"	82.1
52	"ἀποφέρω"	80.8
52	"εὔκλεια"	79.5
52	"ἐγκώμιον"	78.2
52	"ταμίας"	76.9
52	"ἀρχηγέτης"	75.6
52	"μόναρχος"	74.4
52	"ἔννατος"	73.1
52	"Εὔβουλος"	71.8
52	"διαγγέλλω"	70.5
52	"κίβδηλος"	69.2
52	"ὑπέρογκος"	67.9
52	"πρωτεύω"	66.7
52	"ἀνέλπιστος"	65.4
52	"φυγάς"	64.1
52	"δεκατέσσαρες"	62.8
52	"ἐπιφανής"	61.5
52	"παρεισάγω"	60.3
52	"ἀπόγονος"	59
52	"αὐτόχειρ"	57.7
52	"ἄτιμος"	56.4
52	"εὔφημος"	55.1
52	"φήμη"	53.8
52	"Ὀνίας"	52.6
52	"φυλακτήριον"	51.3
52	"κάθοδος"	50
52	"περιφανής"	48.7
52	"ἐπίληπτος"	47.4
52	"ἔπαινος"	46.2
52	"αὐτόχθων"	44.9
52	"ἔνδοξος"	43.6
52	"πάππος"	42.3
52	"ζηλωτός"	41
52	"ἀρχηγός"	39.7
52	"Χλόη"	38.5
52	"ἄδοξος"	37.2
52	"ἐπάγγελμα"	35.9
52	"ἄδεια"	34.6
52	"θήκη"	33.3
52	"ταφή"	32.1
52	"Λυσανίας"	30.8
52	"σύνθημα"	29.5
52	"ἀμνηστία"	28.2
52	"ἐπιξενόομαι"	26.9
52	"εἰκοσιδύο"	25.6
52	"κεραυνόω"	24.4
52	"Φάλαρις"	23.1
52	"νιφετός"	21.8
52	"ἀναγνωρίζω"	20.5
52	"τίμιος"	19.2
52	"ἰσόθεος"	17.9
52	"Λίνος"	16.7
52	"δέσις"	15.4
52	"ἐξαίσιος"	14.1
52	"ψόγος"	12.8
52	"μεγαλοπρεπής"	11.5
52	"ἐπικοινωνέω"	10.3
52	"θάπτω"	9
52	"τραπεζίτης"	7.7
52	"ποίμνη"	6.4
52	"αὐτόπτης"	5.1
52	"εὑρετής"	3.8
52	"ἐπιτάφιος"	2.6
52	"Μαδιηναῖος"	1.3
52	"ἀποδοχή"	0
53	"ἐνειλέω"	100
53	"φίλτρον"	98.7
53	"ψαλίς"	97.3
53	"σάγμα"	96
53	"κηλίς"	94.7
53	"ὕφασμα"	93.3
53	"ἐκκλείω"	92
53	"ἐμπλέκω"	90.7
53	"περικαθαίρω"	89.3
53	"ἐπιλύω"	88
53	"συμφλέγω"	86.7
53	"πνιγμός"	85.3
53	"κάρφος"	84
53	"δακτύλιον"	82.7
53	"ὑπέρμαχος"	81.3
53	"παροικία"	80
53	"πανάγιος"	78.7
53	"πρῖνος"	77.3
53	"συγκλεισμός"	76
53	"ἀδελφότης"	74.7
53	"ἐπίχαρις"	73.3
53	"ὑδροποτέω"	72
53	"ἐξαφίημι"	70.7
53	"περισκελής"	69.3
53	"συναγείρω"	68
53	"αἰθάλη"	66.7
53	"βύσσινος"	65.3
53	"ρίζα"	64
53	"κατασοφίζομαι"	62.7
53	"ἐπισωρεύω"	61.3
53	"ἐξουσιάζω"	60
53	"προσκύνησις"	58.7
53	"βῖκος"	57.3
53	"πάμφυλος"	56
53	"ἀποτυφλόω"	54.7
53	"Δοσίθεος"	53.3
53	"Σινᾶ"	52
53	"ἀνθινός"	50.7
53	"δυσκλεής"	49.3
53	"μοσχάριον"	48
53	"εὐκοπία"	46.7
53	"Ἀρφαξάδ"	45.3
53	"τρυμαλιά"	44
53	"ἀτεκνέω"	42.7
53	"Βοσόρ"	41.3
53	"Ἰεζράελ"	40
53	"παράπτωμα"	38.7
